,randomized,question_url,course_code,question_id,inductive_coding_question_type,relevance_to_course_content,contextual,additional_notes_on_question,complexity_of_question,reason_for_complexity,Media,question_title,question_body,question_good_count,Time,instructor_answer,instructor_answer_good_count,instructor_task_completion,instructor_endorsement_for_instructor_answer,student_answer,student_answer_good_count,instructor_endorsement_for_student_answer,,,,,,,,,,,,,,,,,,,
164,550,https://piazza.com/class/kjv25fqyx8y513/post/065,COMP3711,question @65,exercise_question,,,,,,0,Q.3.b Proof approach,Which method of proof would be the best approach for Q.3.b? Is it compulsory to use induction or can we simply use direct proof?,0,Updated 3 years ago by Anonymous Poet,"I'm not quite sure what you are asking.

ANY proof of correctness for a divide-and-conquer algorithm MUST use induction (easiest to write using string induction).


The question would be whether you need to explicitly state the induction hypothesis, e.g., , that the algorithm is correct for all problems less than size n"" or not.

My recommendation at this early stage of your studies is to state it explicitly.
That leaves less chance that you will make mistakes.

In practice, as you become more and more advanced it is assumed that everyone reading your proof KNOWS that this is an induction proof, so it's not necessary to spend time framing the hypothesis explicitly.

(This is similar to mathematics. The lower level the class, the more you have to explicitly prove small details. In higher level classes, the easier stuff is just assumed to be correct)",0,1,,If you are referring to proving the following,0,,,,,,,,,,,,,,,,,,,,
166,594,https://piazza.com/class/kjv25fqyx8y513/post/067,COMP3711,question @67,lecture,,yes,,,,2,Q2 (c),"[fig1]
How exactly do we need to explain how we came up with the recurrence relation? Just words or do we need to do anything else? Also once we come up with the relation mentioned below, we could just use the ""fact"" that it implies T(n) = O(logn) right?
[fig2]",0,Updated 3 years ago by Anonymous Poet,"> How exactly do we need to explain how we came up with the recurrence relation? Just words or do we need to do anything else?

It depends upon the problem.
If your code is very simple and it's ""obvious"" then just words are fine.
For more complicated algorithms, more sophisticated arguments are necessary",0,1,,You can either use method of Practise problem 1 or 2 solution for 2(c) since T(n) is just asking worst case comparison,0,,,,,,,,,,,,,,,,,,,,
186,83,https://piazza.com/class/kjv25fqyx8y513/post/094,COMP3711,question @94,hw_clarification,,,ask for clarification and hints,Medium,"clear the confusion, give an example",0,decision tree: pivot,"I am not sure about the meaning of “the last item” in Q5. For decision tree T3, there should be two sorted list, a4 a1 and a2 a4, but which “last item” should I choose? Is there any clue?",0,Updated 3 years ago by Anonymous Gear,"You seem to have misunderstood the question.

The problem in the HW is Quicksort which compares items to a pivot. It does not Merge two sorted lists.

The problem in the TUTORIAL was Mergesort, which did merge two sorted lists.

You are supposed to draw a tree using the same format/structure/idea as in the tutorial but not using the same sorting algorithm.

Quicksort starts with items in the array as
$$a1, a_2, a_3, a_4.$$
The first Partition operation compares everything to the pivot $$a_4.$$
So, the first comparison is $$a_1 : a_4.$$ The second comparison is $$a_2 : a_4$$.

You are then asked to continue this process.",0,1,,,,,,,,,,,,,,,,,,,,,,,
187,761,https://piazza.com/class/kjv25fqyx8y513/post/097,COMP3711,question @97,hw_clarification,,,_____________________,Medium,"clear the confusion, , may refer to some context",0,SS2 using while loop for binary search,"For the pseudocode in the last page of the solution for tutorial question SS2, the while loop check the condition i<j+1. When I tried with some examples, I failed to terminate the loop, and I wonder if the condition should be i<j-1 or j<i+1 instead.",0,Updated 3 years ago by Anonymous Atom,"You are correct.

That was a typo. It should have been $$i < j-1$$.
Thanks for reporting it.

The algorithm maintains the invariant that
$$A[i] < \infty$$ and $$A[j] = \infty$$

At each step it decreases (halves) the size $$j-i$$.
When $$i = j-1,$$ $$A[i]<\infty$$ and $$A[i+1]=\infty$$ so $$i$$ is the answer.",0,1,,,,,,,,,,,,,,,,,,,,,,,
188,86,https://piazza.com/class/kjv25fqyx8y513/post/098,COMP3711,question @98,hw_clarification,,yes,,Low,state the clarification,0,P2,"For hw2 P2 (a), is the monotone matrices only refering to square matrices or also include rectangular matrices?",0,Updated 3 years ago by Anonymous Helix,"We intended for you to prove correctness for all $$M_N$$ matrices even when $$M \not=N.$$

Technically, though, the question phrasing was ambiguous
If you can show that, if when you start with a square matrix all of the recursive calls will also be to a square matrix, then you can, if you want, just prove correctness on square matrices.

That will suffice (but truthfully is not easier than showing correctness for all matrices)",0,1,,,,,,,,,,,,,,,,,,,,,,,
189,375,https://piazza.com/class/kjv25fqyx8y513/post/099,COMP3711,question @99,hw_clarification,,yes,,Low,state the clarification,0,P3,"For P3, when the question says runtime is O(n) without other restrictions, is it just refering to the number of comparisons? Or is it including operations of all kinds? Thanks!",0,Updated 3 years ago by Anonymous Poet,All operations,0,1,,,,,,,,,,,,,,,,,,,,,,,
190,567,https://piazza.com/class/kjv25fqyx8y513/post/100,COMP3711,question @100,hw_requirements_clarification,,yes,,Low,state the requirement,0,Q3,"Can I include helper function (to be a specific, a slightly modified version of Partition function procedure)? Since even we are allowed to use partition from the notes directly, I have to slightly modify it in order to suit the problem scenario.",0,Updated 3 years ago by Anonymous Calc,"NO.
We were very specific that if you do not use the code from the class then you have to write your own code.

We require this for consistency in marking and also to force simple solutions.
(Partition can be a very tricky function to write correctly. It's much easier for you to write and us to check correctness if you use our partition function as a building block)

If you want, you can write a new helper function that calls our partition (but off the top of my head I can't think why that would simplify the solution)",0,1,,,,,,,,,,,,,,,,,,,,,,,
191,396,https://piazza.com/class/kjv25fqyx8y513/post/103,COMP3711,question @103,hw_clarification,,yes,,Medium,,0,Clarification on HW2 Q3(c),"I need clarification for Q3(c).

The question asks to construct an algorithm that can find the index of the k'th item in the sorted array. I can think of algorithm that can return the value of the k'th item in the sorted array by utilizing Partition and Tierce. However, by using Partition, the order of the array would be modified. If I want to find the index of the k'th item in the array, I would need the copy of the initial array and compare it with the value that I got from my algorithm - but by the last rule, this is not allowed. 

I need clarification if this question really asks for the index (not the value) of the k'th item in the initial array.",0,Updated 3 years ago by Anonymous Mouse,"Your algorithm MAY move items around in the array.At the very end, it should return the index of the i'th item in the current version of the array,As an example, the randomized selection algorithm we taught in class actually moves things around in the array. At the time that it returns the value of the i'th item that item is actually physically in location i.",0,1,,,,,,,,,,,,,,,,,,,,,,,
192,281,https://piazza.com/class/kjv25fqyx8y513/post/104,COMP3711,question @104,hw_clarification,,yes,________,Medium,,0,Questions regarding Problem 3,"I want to know whether I understand the problem correctly.

The function BB(A,p,r,k) permutes the array A and returns the index of the kth element. However, it is not necessary for A to be in ascending order after calling BB(A,p,r,k). Am I right?",0,Updated 3 years ago by Anonymous Poet,"Correct.

>However, it is not necessary for A to be in ascending order after calling BB(A,p,r,k).
Doing this would actually be impossible,
Putting A into ascending order is sorting A and you can't sort A using $$O(n)$$ comparisons.",0,1,,,,,,,,,,,,,,,,,,,,,,,
193,307,https://piazza.com/class/kjv25fqyx8y513/post/105,COMP3711,question @105,hw_clarification,,yes,____context_,Easy,,0,Q3(b)(ii) Running Time,Does Theta(n+k) and Theta(nlogn+k) be regarded as “the running time of your new procedure as tightly as possible in terms of both n and k”?,0,Updated 3 years ago by Anonymous Scale,"I'm not sure understand your question. Please ask it more precisely.Also check the 2nd to last comment on page 6 of the assignment.That makes it clear that, since $$k \le n$$, $$\Theta(n +k) = \Theta(n)$$ and $$\Theta(n \log n +k)= \Theta(n \log n)$$ in this context.",0,1,,,,,,,,,,,,,,,,,,,,,,,
194,470,https://piazza.com/class/kjv25fqyx8y513/post/107,COMP3711,question @107,hw_clarification,,yes,,Easy,,0,Q3 Size of Array,"Can we assume that the size of the array is given, i.e |A|?",0,Updated 3 years ago by Anonymous Gear,"Yes, you may assume that you are told that the original size of the array is $$n$$",0,1,,,,,,,,,,,,,,,,,,,,,,,
195,781,https://piazza.com/class/kjv25fqyx8y513/post/109,COMP3711,question @109,hw_clarification,,yes,,,,0,Q3 Return result of BB( ),"May I clarify the return result of BB( )?

Unlike the randomized selection we learned in class, when BB( ) terminates, the kth smallest items is not necessary in the location A[k]?

Thank you so much!",0,Updated 3 years ago by Loading...,"Correct.

All you are told about BB() is that it returns the location of the $k$'th smallest item.
It's possible that it's actually in the $k$'th smallest location but there's no guarantee that it is.",0,1,,,,,,,,,,,,,,,,,,,,,,,
196,235,https://piazza.com/class/kjv25fqyx8y513/post/111,COMP3711,question @111,hw_requirements_clarification,,yes,_________,,,0,Q3(b)(ii),"We are required to “explain why the algorithm is correct”. Is that means we do not have to formally proof it, i.e. by induction?",0,Updated 3 years ago by Anonymous Helix,"Your explanation has to be detailed enough to be correct.

If your algorithm is recursive, that ALWAYS involves using induction, at least implicitly, since you are showing that an algorithm works on a problem of size $$n$$ by assuming that it works correctly on all smaller subproblems.

So, while it is not always necessary to write out FORMAL induction hypothesis, any clear explanation will need to be structured like like an induction proof.

If your algorithm is not recursive then you still need a clear explanation.

************************
I'd strongly suggest that you structure your explanation as a mathematical proof by starting off with a statement of assumptions and then showing how you derive each step of your argument, using full sentences and mathematical symbols.

While this might seem like overkill, most of the incorrect solutions we see come about because students get confused about what they can assume and what they can prove. Making it formal reduces the chances of getting it wrong.",0,1,,,,,,,,,,,,,,,,,,,,,,,
